year,week,month,report_no,district,dengue_cases,cumulative_cases,outbreak_level,data_status,use_for_model,rainfall_mm,humidity_pct,temp_max_c,temp_min_c,temp_mean_c,weather_days_count,weather_source,note
2024,32,8,Vol_51_no_33,Colombo,279.0,7669.0,Medium,available,YES,1.6,80.79,31.39,27.41,29.4,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,33,8,Vol_51_no_34,Colombo,266.0,7935.0,Medium,available,YES,190.7,88.21,30.91,25.36,28.14,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,34,8,Vol_51_no_35,Colombo,263.0,8198.0,Medium,available,YES,106.5,86.71,30.4,25.63,28.01,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,35,8,Vol_51_no_36,Colombo,250.0,8448.0,Medium,available,YES,40.9,79.07,31.3,26.6,28.95,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,36,9,Vol_51_no_37,Colombo,192.0,8640.0,Medium,available,YES,66.1,82.36,30.77,26.63,28.7,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,37,9,Vol_51_no_38,Colombo,226.0,8866.0,Medium,available,YES,68.0,81.29,31.06,26.14,28.6,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,38,9,Vol_51_no_39,Colombo,202.0,9068.0,Medium,available,YES,1.5,75.86,31.8,27.79,29.79,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,39,9,Vol_51_no_40,Colombo,143.0,9211.0,Medium,available,YES,71.4,79.71,32.0,27.01,29.51,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,40,9,Vol_51_no_41,Colombo,169.0,9380.0,Medium,available,YES,160.3,81.0,31.86,25.69,28.77,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,41,10,Vol_51_no_42,Colombo,172.0,9552.0,Medium,available,YES,303.2,89.5,29.44,24.56,27.0,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,42,10,Vol_51_no_43,Colombo,180.0,9732.0,Medium,available,YES,58.3,83.71,30.49,25.6,28.04,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,43,10,Vol_51_no_44,Colombo,161.0,9893.0,Medium,available,YES,160.2,88.43,30.11,24.83,27.47,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,44,10,Vol_51_no_45,Colombo,141.0,10034.0,Medium,available,YES,53.0,83.43,31.09,25.13,28.11,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,45,11,Vol_51_no_46,Colombo,152.0,10186.0,Medium,available,YES,22.7,81.64,31.61,24.73,28.17,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,46,11,Vol_51_no_47,Colombo,156.0,10342.0,Medium,available,YES,76.1,81.64,32.21,24.89,28.55,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,47,11,Vol_51_no_48,Colombo,191.0,10533.0,Medium,available,YES,46.1,84.79,31.26,24.5,27.88,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,48,11,Vol_51_no_49,Colombo,185.0,10718.0,Medium,available,YES,145.5,84.57,28.73,24.06,26.39,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,49,12,Vol_51_no_50,Colombo,163.0,10881.0,Medium,available,YES,3.2,78.29,32.01,25.2,28.61,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,50,12,Vol_51_no_51,Colombo,247.0,11128.0,Medium,available,YES,14.0,80.43,31.71,24.87,28.29,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,51,12,Vol_51_no_52,Colombo,220.0,11348.0,Medium,available,YES,45.4,83.36,30.91,24.96,27.94,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2024,52,12,Vol_52_no_01,Colombo,231.0,11579.0,Medium,available,YES,0.0,77.21,31.69,24.24,27.96,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,1,1,Vol_52_no_02,Colombo,200.0,200.0,Medium,available,YES,12.6,76.14,30.79,24.1,27.44,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,2,1,Vol_52_no_03,Colombo,245.0,445.0,Medium,available,YES,5.6,78.64,30.97,24.66,27.81,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,3,1,Vol_52_no_04,Colombo,247.0,692.0,Medium,available,YES,11.0,78.93,31.27,24.31,27.79,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,4,1,Vol_52_no_05,Colombo,284.0,976.0,Medium,available,YES,30.5,80.0,29.9,23.99,26.94,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,5,1,Vol_52_no_06,Colombo,225.0,1201.0,Medium,available,YES,11.7,77.71,32.03,24.21,28.12,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,6,2,Vol_52_no_07,Colombo,252.0,1695.0,Medium,available,YES,0.0,68.79,33.1,23.91,28.51,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,7,2,Vol_52_no_08,Colombo,252.0,1695.0,Medium,available,YES,0.0,75.36,32.34,24.86,28.6,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,8,2,Vol_52_no_09,Colombo,217.0,1912.0,Medium,available,YES,1.8,74.29,33.13,25.11,29.12,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,9,2,Vol_52_no_10,Colombo,219.0,2131.0,Medium,available,YES,67.5,84.36,31.93,24.97,28.45,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,10,3,Vol_52_no_11,Colombo,262.0,2393.0,Medium,available,YES,21.9,77.64,31.93,25.01,28.47,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,11,3,Vol_52_no_12,Colombo,214.0,2607.0,Medium,available,YES,29.9,82.29,32.37,24.93,28.65,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,12,3,Vol_52_no_13,Colombo,242.0,2849.0,Medium,available,YES,97.3,85.36,32.1,25.34,28.72,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,13,3,Vol_52_no_14,Colombo,239.0,3088.0,Medium,available,YES,55.0,76.86,32.56,25.54,29.05,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,14,4,Vol_52_no_15,Colombo,204.0,3292.0,Medium,available,YES,71.9,81.29,32.13,25.26,28.69,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,15,4,Vol_52_no_16,Colombo,277.0,3569.0,Medium,available,YES,64.1,81.5,32.2,25.64,28.92,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,16,4,Vol_52_no_17,Colombo,230.0,3799.0,Medium,available,YES,83.1,80.36,32.63,26.43,29.53,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,17,4,Vol_52_no_18,Colombo,306.0,4105.0,High,available,YES,54.2,82.43,32.34,25.83,29.09,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,18,4,Vol_52_no_19,Colombo,276.0,4381.0,Medium,available,YES,47.5,82.43,32.14,26.06,29.1,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,19,5,Vol_52_no_20,Colombo,310.0,4691.0,High,available,YES,26.0,79.29,32.46,26.76,29.61,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,20,5,Vol_52_no_21,Colombo,359.0,5050.0,High,available,YES,77.4,82.64,31.89,26.43,29.16,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,21,5,Vol_52_no_22,Colombo,336.0,5386.0,High,available,YES,101.5,84.71,31.24,26.26,28.75,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,22,5,Vol_52_no_23,Colombo,302.0,5688.0,High,available,YES,43.2,81.79,31.69,26.89,29.29,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,23,6,Vol_52_no_24,Colombo,245.0,5933.0,Medium,available,YES,13.3,77.79,31.97,27.9,29.94,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,24,6,Vol_52_no_25,Colombo,279.0,6212.0,Medium,available,YES,133.5,84.21,31.06,25.01,28.04,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,25,6,Vol_52_no_26,Colombo,316.0,6528.0,High,available,YES,29.1,80.79,31.29,26.83,29.06,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,26,6,Vol_52_no_27,Colombo,276.0,6804.0,Medium,available,YES,6.3,79.64,31.36,27.01,29.19,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,27,7,Vol_52_no_28,Colombo,285.0,7089.0,Medium,available,YES,0.0,77.86,32.0,27.59,29.79,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,28,7,Vol_52_no_29,Colombo,222.0,7311.0,Medium,available,YES,2.5,76.71,31.97,27.73,29.85,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,29,7,Vol_52_no_30,Colombo,226.0,7537.0,Medium,available,YES,30.0,79.86,30.47,26.29,28.38,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,30,7,Vol_52_no_31,Colombo,237.0,7774.0,Medium,available,YES,27.2,81.86,30.0,25.34,27.67,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,31,7,Vol_52_no_32,Colombo,246.0,8020.0,Medium,available,YES,3.4,81.71,29.71,25.77,27.74,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,32,8,Vol_52_no_33,Colombo,156.0,8176.0,Medium,available,YES,10.1,80.0,30.14,26.34,28.24,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,33,8,Vol_52_no_34,Colombo,87.0,8263.0,Low,available,YES,15.7,80.71,30.81,26.54,28.68,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,34,8,Vol_52_no_35,Colombo,137.0,8400.0,Medium,available,YES,1.0,77.14,31.33,26.96,29.14,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,35,8,Vol_52_no_36,Colombo,104.0,8504.0,Medium,available,YES,29.9,80.07,31.24,26.46,28.85,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,36,9,Vol_52_no_37,Colombo,103.0,8607.0,Medium,available,YES,0.6,76.43,31.43,27.24,29.34,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,37,9,Vol_52_no_38,Colombo,117.0,8724.0,Medium,available,YES,11.8,77.14,32.04,27.46,29.75,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,38,9,Vol_52_no_39,Colombo,120.0,8844.0,Medium,available,YES,34.4,80.57,31.13,26.23,28.68,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,39,9,Vol_52_no_40,Colombo,155.0,8999.0,Medium,available,YES,53.6,82.5,31.06,26.24,28.65,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,40,10,Vol_52_no_41,Colombo,129.0,9128.0,Medium,available,YES,17.0,81.14,30.94,26.06,28.5,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,41,10,Vol_52_no_42,Colombo,130.0,9258.0,Medium,available,YES,222.8,81.5,31.29,25.26,28.27,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,42,10,Vol_52_no_43,Colombo,157.0,9415.0,Medium,available,YES,234.0,88.64,29.76,24.56,27.16,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,43,10,Vol_52_no_44,Colombo,214.0,9629.0,Medium,available,YES,117.3,84.79,30.34,24.71,27.53,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,44,10,Vol_52_no_45,Colombo,153.0,9782.0,Medium,available,YES,1.4,76.36,31.74,26.13,28.94,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,45,11,Vol_52_no_46,Colombo,184.0,9966.0,Medium,available,YES,50.0,83.07,30.83,25.0,27.91,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,46,11,Vol_52_no_47,Colombo,266.0,10232.0,Medium,available,YES,89.4,84.14,31.5,24.83,28.16,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,47,11,Vol_52_no_48,Colombo,226.0,10458.0,Medium,available,YES,17.7,82.86,31.33,24.29,27.81,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,48,11,Vol_52_no_49,Colombo,286.0,10744.0,Medium,available,YES,262.4,87.0,27.89,23.19,25.54,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,49,12,Vol_52_no_50,Colombo,272.0,11016.0,Medium,available,YES,86.3,83.71,31.41,24.1,27.76,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,50,12,Vol_52_no_51,Colombo,318.0,11334.0,High,available,YES,7.4,79.21,31.23,24.23,27.73,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
2025,51,12,Vol_52_no_52,Colombo,340.0,11674.0,High,available,YES,45.7,78.64,31.26,24.23,27.74,7,rf.xlsx + RH.xlsx + tem.xlsx weekly aggregation,direct/extracted from WER data in chat
